Company Name,Address,links,links-href,Number ,Number1,Number2,Number3,Number4,Cell No,Telephone No
Beximco Denims Ltd.(Deb-14%),n/a,DEBBXDENIM,https://dsebd.org/displayCompany.php?name=DEBBXDENIM,n/a,,,,,,
Bangladesh Zipper Ind. Ltd.(Deb-14%),n/a,DEBBDZIPP,https://dsebd.org/displayCompany.php?name=DEBBDZIPP,n/a,,,,,,
BD Welding Electrodes Ltd.(Deb-15%),n/a,DEBBDWELD,https://dsebd.org/displayCompany.php?name=DEBBDWELD,n/a,,,,,,
Bangladesh Luggage Ind. Ltd.(Deb-14%),n/a,DEBBDLUGG,https://dsebd.org/displayCompany.php?name=DEBBDLUGG,n/a,,,,,,
Aramit Cement Ltd.(Deb-14%),n/a,DEBARACEM,https://dsebd.org/displayCompany.php?name=DEBARACEM,n/a,,,,,,
Dhaka Bank Perpetual Bond,,DBLPBOND,https://dsebd.org/displayCompany.php?name=DBLPBOND,,,,,,,
DBH First Mutual Fund,"I-K Tower (4th Floor), Plot # 2, Block # CEN (A) Gulshan North Avenue, Gulshan 2, Dhaka - 1212, Bangladesh",DBH1STMF,https://dsebd.org/displayCompany.php?name=DBH1STMF,+88 01730450478-9, +88 02 47117267, +88 02 47110306, +88 02 47116188,,+88 01714 045 171,N/A
DBH Finance PLC.,"Landmark Building (9th Floor), 12-14, Gulshan North C/A, Gulshan-2, Dhaka-1212",DBH,https://dsebd.org/displayCompany.php?name=DBH,PABX: 09612334455, +8802 9842374,58816001,9882112,,+88 01614 072 145,"+8802 9842374, 58816001, 9882112, Ext. 197"
Daffodil Computers Ltd.,"64/3, Leke Circus, Kalabang, Dhanmondi, Dhaka.",DAFODILCOM,https://dsebd.org/displayCompany.php?name=DAFODILCOM,88-02-9116601,'88-02-9116602,,,,1713493188,88-02-9116600
The Dacca Dyeing & Manufacturing Co.Ltd.,"Sharif Mansion (4th Floor), 56-57, Motijheel C/A, Dhaka - 1000, Bangladesh.",DACCADYE,https://dsebd.org/displayCompany.php?name=DACCADYE,9558131-32,9550355,,,,,
CVO Petrochemical Refinery PLC.,"37, Katalgonj, Panchlaish, Chattogram.rnrnDhaka Office: Anima Vista, Flat # A-3 (3rd Floor)rn30 Topkhana Road, Paltan, Dhaka - 1200.",CVOPRL,https://dsebd.org/displayCompany.php?name=CVOPRL,-650494,650533, 2557201-2, Dhaka Office:  +88-02-9551968.,,8.80E+12,"+88-031-650525-26,  650533, 2557201-2"
Crystal Insurance Company Limited,"DR Tower (14th Floor), 65/2/2, Purana Paltan, Box Culvert Road, Dhaka-1000",CRYSTALINS,https://dsebd.org/displayCompany.php?name=CRYSTALINS,02-55112733-38,,,,,+88 01717644446,02-55112733-38 (Ext. 111)
Crown Cement PLC.,"Delta Life Tower, (3rd & 6th Floor), Plot # 37, Road # 45 (South) & 90 (North), Gulshan-2, Dhaka-1212, Bangladesh.",CROWNCEMNT,https://dsebd.org/displayCompany.php?name=CROWNCEMNT,+8802-222292669 (share Dept), 02-222263631, 02-222261633, 02-222262634, 02-222284636,+88 01730 709 003,"02-222263631, 02-222261633, 02-222262634, 02-222284636, 02-222290641 Ext.- 120"
Coppertech Industries Limited,"House: 207 (6th floor), Road-10, New DOHS, Mohakhali, Dhaka-1206",COPPERTECH,https://dsebd.org/displayCompany.php?name=COPPERTECH,+88-02-8715867 (ext. 123) ,8715809,,,,+88 01917 701 642,+88-02-8715867 (ext. 123)
Continental Insurance Ltd.,"Advanced Noorani Tower (13th floor) 1, Mohakhali C/A, Dhaka -1212.",CONTININS,https://dsebd.org/displayCompany.php?name=CONTININS,02-58817491-6,,,,,+88 01713 370 149,02-58817491-6
Confidence Cement PLC.,"Confidence Heights, Plot-1, Lane-1, Road-2, Block-L, Halishahar H/E, Agrabad Access Road, Chattogram",CONFIDCEM,https://dsebd.org/displayCompany.php?name=CONFIDCEM,031-711471-3,711475,2518962,2510386,9562431,+88 01704 124 276,"031-711471-3, 711475, 2518962, 2510386, Ext-222"
C & A Textiles Limited,"32/A, BSCIC Industrial Estate rnKalurghat (Extn.),ChandgaonrnChittagong, Bangladesh.",CNATEX,https://dsebd.org/displayCompany.php?name=CNATEX,-669415,672417,,,,,
Chartered Life Insurance Company Limited,"Islam Tower(8th floor), 464/H, DIT Road, West Rampura, Dhaka-1219.",CLICL,https://dsebd.org/displayCompany.php?name=CLICL,-55128877,,,,,1713555883,
City Insurance PLC.,"Baitul Hossain Building (4th Floor), 27 Dilkusha C/A Dhaka-1000.",CITYGENINS,https://dsebd.org/displayCompany.php?name=CITYGENINS,0222 3387296, 0222 3387281,2223387278,2223387247,,+88 01711 660 670,+88 02 2233 87296
City Bank PLC.,"City Bank Center, Plot: SE(D)-3, 28, Gulshan Avenue, Gulshan-1, Dhaka 1212.",CITYBANK,https://dsebd.org/displayCompany.php?name=CITYBANK,02223356471 (Direct) 02223385925 (Hunting) Ext.-  129 and 136,,,,,1788768666,"58814635 (Direct)  58813483, 58814375  and 58813126 (Hunting)  Ext.-1031"
Central Pharmaceuticals Limited,"2-A/1, South West Darus Salam Road (2nd Floor), Mirpur-1, Dhaka",CENTRALPHL,https://dsebd.org/displayCompany.php?name=CENTRALPHL,-58055993, +88-02-48040674,,,,+88 01814 655 831,02-9038733 Ext. 102
Central Insurance Company Ltd.,"Central Insurance Bhaban, 7-8, Motijheel C/A, Dhaka-1000",CENTRALINS,https://dsebd.org/displayCompany.php?name=CENTRALINS,9564251-4, 02-9554778,,,,+88 01610-123223,9578390
City Bank Perpetual Bond,,CBLPBOND,https://dsebd.org/displayCompany.php?name=CBLPBOND,,,,,,,
CAPM IBBL Islamic Mutual Fund,"Rupsha Tower (Flat - C4)rn Plot - 07, Road - 17rn Banani C/Arn Dhaka-1213",CAPMIBBLMF,https://dsebd.org/displayCompany.php?name=CAPMIBBLMF,02-222291611, 02-222282269,,,,1847054877,"88-02222291611, 02-222282269 (102)"
CAPM BDBL Mutual Fund 01,"Rupsha Tower (Flat - C4)rn Plot - 07, Road - 17rn Banani C/Arn Dhaka-1213",CAPMBDBLMF,https://dsebd.org/displayCompany.php?name=CAPMBDBLMF,02-222291611, 02-222282269,,,,1847054877,"88-02222291611, 02-222282269 (102)"
Capitec Grameen Bank Growth Fund,"Padma Life Tower, 10th Floor (Lift-09), 115, Kazi Nazrul Islam Avenue, Bangla Motor, Dhaka-1000.",CAPITECGBF,https://dsebd.org/displayCompany.php?name=CAPITECGBF,+88 02 222226789,,,,,,
Beximco Pharmaceuticals Ltd.,"17,Road # 02, Dhanmondi R/A,   Dhaka - 1205",BXPHARMA,https://dsebd.org/displayCompany.php?name=BXPHARMA,41060531-5, 41060544-8 , 41060579-3,  Ext.10152,,+88 01711 522 029,"58611891-5, 58612040-7  Ext.-10140"
BSRM Steels Limited,"Ali Mansion, 1207/1099 Sadarghat Road, Chattogram, Bangladesh",BSRMSTEEL,https://dsebd.org/displayCompany.php?name=BSRMSTEEL,02333354901-10,,,,,+88 01711 790 266,"+880 31 2854901-10, Ext.- 156"
Bangladesh Steel Re-Rolling Mills Limited,"Ali Mansion, 1207/1099, Sadarghat Road, Chattogram, Bangladesh",BSRMLTD,https://dsebd.org/displayCompany.php?name=BSRMLTD,+880 2333354901-10,,,,,+88 01711 790 266,"+880 31 2854901-10, Ext.- 156"
Bangladesh Submarine Cables PLC,"Rahmans’ Regnum Center (7th Floor), 191, Tejgaon – Gulshan Link Road, Dhaka-1208",BSCPLC,https://dsebd.org/displayCompany.php?name=BSCPLC,880-2-8879194-95,8879192, 880-2-8878162,,,+88 01552 369 905,"02 226 603 303(O),"
Bangladesh Shipping Corporation,"BSC Bhaban, Saltgola Road, P.O Box # 641, Chattogram- 4100.",BSC,https://dsebd.org/displayCompany.php?name=BSC,1675325248, 031-724479,,,,+88 01894 509 973,031-724479
BRAC Bank PLC.,"Anik Tower, 220/B, Tejgaon I/A, Tejgaon Gulshan Link Road,  Dhaka-1208",BRACBANK,https://dsebd.org/displayCompany.php?name=BRACBANK,9677555124,9677555125,,,,+88 01713 060 835,09677552038; or Ext. 52038
Baraka Patenga Power Limited,"6/A/I (1st & 2nd floor), Segunbagicha, Dhaka-1000, Bangladesh",BPPL,https://dsebd.org/displayCompany.php?name=BPPL,-223380253,47115792,,,,+88 01531 548 499,"+88-02-223380339, 47115792 (Ext. 115)"
Bashundhara Paper Mills Limited,"Bashundhara Industrial Headquarters-2,rnPlot#56/A, Block #C Umme Kulsum Road, BashundharaR/A, Dhaka-1229",BPML,https://dsebd.org/displayCompany.php?name=BPML,+ 88 02 8432289-93, + 88 02 8432289-93,,,,01958-066529,"+88 02 55036483-84, Ext- 4452"
Bangladesh National Insurance Company Limited,"Rashid Tower (3rd floor), House No. 11, Road No. 18 , Gulshan-1, Dhaka-1212",BNICL,https://dsebd.org/displayCompany.php?name=BNICL,9613112233,,,,,1711582560,"01713-013710, 8832215, 8832217"
Bangladesh Industrial Fin. Co. Ltd.,"Police Plaza Concord (Tower-2), Level- 8, Plot # 02, Road # 144, Gulshan, Dhaka.",BIFC,https://dsebd.org/displayCompany.php?name=BIFC,9611888333,  02-55045123-5,,,,+88 01729 097 124,"02-55045123-5, Ext: 108"
Bangladesh General Insurance Company PLC.,"42, Dilkusha C/A, Dhaka - 1000",BGIC,https://dsebd.org/displayCompany.php?name=BGIC,2223380379, 02223383056-8,,,,01715-246961,2223383057
Bangladesh Export Import Company Ltd.,"17, Dhanmondi R/A, Road # 02, Dhaka - 1205",BEXIMCO,https://dsebd.org/displayCompany.php?name=BEXIMCO,41060531-5, 41060544-8 , 41060579-3, Ext.10148,,+88 01711 522 029,"58611891-5, 58612040-7,  Ext.-10140"
Beximco Green Sukuk Al Istisna'a,"BDBL Building, (Level-13), 8, Rajuk Avenue Dhaka, 1000.",BEXGSUKUK,https://dsebd.org/displayCompany.php?name=BEXGSUKUK,,,,,,01877-754246,
Best Holdings Limited,"79/A Commercial Area, Airport Road, Nikunja-2, Khilkhet, Dhaka-1229.",BESTHLDNG,https://dsebd.org/displayCompany.php?name=BESTHLDNG,-8899217, +880-2-8900096,,,,01777 774338,
Berger Paints Bangladesh Ltd.,"Berger House. Plot #8, Road#2,Sector#3, Uttara Model Town, Dhaka-1230",BERGERPBL,https://dsebd.org/displayCompany.php?name=BERGERPBL,-48953579, +88-2-48953665,,,,+88 01713 279 723,-48953579
Bengal Windsor Thermoplastics PLC.,"Bengal House, 75 Gulshan Avenue, Gulshan-01, Dhaka-1212.",BENGALWTL,https://dsebd.org/displayCompany.php?name=BENGALWTL,9888248-49 Ext-1368,,,,,+88 01971 044 199,9888248-49 Ext-1041
Beacon Pharmaceuticals PLC,"9/B/2, Toyenbee Circular Road, Motijheel C/A, Dhaka-1000.",BEACONPHAR,https://dsebd.org/displayCompany.php?name=BEACONPHAR,-57164499, Ext-102,,,,+88 01713 156477,"57165371-6, Ext-102"
Beach Hatchery Ltd.,"House# B-139 (3rd Floor), Road#22, DOHS, Mohakhali, Dhaka",BEACHHATCH,https://dsebd.org/displayCompany.php?name=BEACHHATCH,9833506,,,,,+88 01714 034 997,9833506
Bangladesh Welding Electrodes Ltd.,"Muktabangla Shopping Complex, Space No. 237, 9th Floor (Lift-8) East Side Mirpur-1, Dhaka-1216.",BDWELDING,https://dsebd.org/displayCompany.php?name=BDWELDING,9551490,9561236,,,,,
BD Thai Food & Beverage Limited,"BTA Tower (3rd Floor), 29 Kemal Ataturk Avenue, Road # 17, Banani C/A, Dhaka-1213",BDTHAIFOOD,https://dsebd.org/displayCompany.php?name=BDTHAIFOOD,-222274693,,,,,+88 01713 155 102,
Bd.Thai Aluminium Ltd.,"BTA Tower,  Building #  29, Kemal Ataturk Avenue,  Road # 17,  Banani C/A, Dhaka - 1213",BDTHAI,https://dsebd.org/displayCompany.php?name=BDTHAI,9821574-77, Ext-148,,,,+88 01733200797,"9821574-77, Ext-146"
Bangladesh Services Ltd.,"01, Minto Road, Dhaka-1000.",BDSERVICE,https://dsebd.org/displayCompany.php?name=BDSERVICE,-58310432,,,,,-1711971613,-58310432
Bangladesh Lamps Limited,"House # 22, Road # 4, Block # F, Banani, Dhaka-1213",BDLAMPS,https://dsebd.org/displayCompany.php?name=BDLAMPS,9855371-80,55052072,,,,+88 01817 042 431,55052072
Bangladesh Finance Limited,"Baitul Hossain Building (2nd Floor), 27, Dilkusha C/A, Dhaka-1000, Bangladesh",BDFINANCE,https://dsebd.org/displayCompany.php?name=BDFINANCE,+88 02223385097,,,,,01618 448756,+88 02223385097
BDCOM Online Ltd.,"JL Bhaban (5th floor) House # 01, Road # 01, Gulshan Avenue, Gulshan - 01, Dhaka-1212",BDCOM,https://dsebd.org/displayCompany.php?name=BDCOM,9666333666,9666333697,9666333699,1713339850,1716057251,+88 01741 896 081,9666333610
Bangladesh Autocars Ltd.,"110, Tejgaon I/A, Dhaka - 1208",BDAUTOCA,https://dsebd.org/displayCompany.php?name=BDAUTOCA,8870467-8,,,,,+88 01730 714 732,
BBS Cables PLC.,"01 Mohakhali C/A, Advanced Noorani Tower (Level-08), Dhaka-1212.",BBSCABLES,https://dsebd.org/displayCompany.php?name=BBSCABLES,02-222294771,222295915,222288916,222298917, 02-222264475,+88 01708 813 848,"02984475, Ext: 102"
Bangladesh Building Systems PLC.,"01 Mohakhali C/A, Advanced Noorani Tower (Level-08), Dhaka-1212.",BBS,https://dsebd.org/displayCompany.php?name=BBS,02-222294771,222295915,222288916,222298917, 02-222264475,01713-114555,+88-02-9854475 (Ext.103)
Bay Leasing & Investment Limited,"Eunoos Trade Center, Level-18, 52-53 Dilkusha, Motijheel C/A.",BAYLEASING,https://dsebd.org/displayCompany.php?name=BAYLEASING,2223352504,,,,,+88 01793 477 212,+88 02 223352504
British American Tobacco Bangladesh Company Limited,"New DOHS Road,  Mohakhali,  Dhaka - 1206",BATBC,https://dsebd.org/displayCompany.php?name=BATBC,+88 02 48811279-83, EXT-394 (Share Office),,,,+88 01313 701 925,"+88 02 48811279-83, Ext-392"
Bata Shoe Company (Bangladesh) Limited,"Tongi Industrial Area, Tongi, Gazipur-1710.",BATASHOE,https://dsebd.org/displayCompany.php?name=BATASHOE,PABX '9810501-5, 'PABX '9810501-5 (ext 194) Direct 9810514, Mobile 01711407674,,,+88 01713 333 191,PABX '9810501-5 (ext 193)
Baraka Power Limited,"6/A/1 (1st & 2nd Floor), Segun bagicha, Dhaka-1000",BARKAPOWER,https://dsebd.org/displayCompany.php?name=BARKAPOWER,-223352219,223357074,,,,+88 01730 700 857,"+88-02-223352305, 223357074 (Ext. 121)"
Bank Asia PLC.,"Bank Asia Tower 32 & 34 Kazi Nazrul Islam AvenuernKawran Bazar, Dhaka-1215",BANKASIA,https://dsebd.org/displayCompany.php?name=BANKASIA,880-9617-001100 Ext: 001213,1215,1711198680,,,1742844950,880-9617-001100 Ext-001214
Bank Asia 1st Perpetual Bond,"Bank Asia Tower 32 & 34 Kazi Nazrul Islam AvenuernKawran Bazar, Dhaka-1215.",BANKASI1PB,https://dsebd.org/displayCompany.php?name=BANKASI1PB,880-9617-001100 Ext: 001213,1215,1711198680,,,,
Bangas Ltd.,"South Avenue Tower (6th Floor), House # 50, Road # 03, Gulshan- 1, Dhaka-1212.",BANGAS,https://dsebd.org/displayCompany.php?name=BANGAS,88-02-222260264, 88-02-222260458, 88-02-222262803,,,+88 01999 055 485,"88-02-222262803, 88-02-222260264, 88-02-222260458"
Aziz Pipes Ltd.,"93, Motijheel C/A, (3rd Floor), Dhaka-1000",AZIZPIPES,https://dsebd.org/displayCompany.php?name=AZIZPIPES,+88 02 223382691-6,,,,,+88 01678 029 203,+88 02 223382691
Atlas Bangladesh Ltd.,"Bsec, Kawran, Bazarrnrn andrnrn Tongi, Gazipur",ATLASBANG,https://dsebd.org/displayCompany.php?name=ATLASBANG,02-8120414, 02-8189642,9814190, Ext-25,1716861439,1718568869,"9814190, Ex-18"
Asian Tiger Sandhani Life Growth Fund,"Progress Tower, House # 01, Road # 23 (2nd floor), Unit # 2A & 2B, Gulshan-1, Dhaka-1212.",ATCSLGF,https://dsebd.org/displayCompany.php?name=ATCSLGF,+(8802) 9852111,9852112,9852113,,,,
Asiatic Laboratories Limited,"42-43, Siddeshwari Circular Road, Treasure Island (5th Floor) Shantinagar, Dhaka-1217.",ASIATICLAB,https://dsebd.org/displayCompany.php?name=ASIATICLAB,-48309106,,,,,01937-990004,
Asia Pacific General Insurance Co. Ltd.,"Ta- 99, 6th, Floor, Badda Link Road, Gulshan, Dhaka-1212",ASIAPACINS,https://dsebd.org/displayCompany.php?name=ASIAPACINS,09666771771 (Ext: 112),,,,,+88 O1716 269 028,09666771771 (Ext: 106)
Asia Insurance PLC.,"Corporate Head Quarter, Rupayan Trade Centre (14th Floor) 114-115 Kazi Nazrul Islam Avenue, Bangla Motor, Dhaka-1000",ASIAINS,https://dsebd.org/displayCompany.php?name=ASIAINS,02-5513581-84, Fax: 02-55138587,,,,+88 01711 890 048,"02-5513581-84, Ext: 104"
Argon Denims Limited,"Lotus Kamal Tower One (Level 6), 57 Joar Sahara C/A, Nikunja-2, New Airport Road, Dhaka- 1229",ARGONDENIM,https://dsebd.org/displayCompany.php?name=ARGONDENIM,880-2-8900870-4, 8900781-3, 880-2-9020491-2,,,+88 01714 094 393,"880-2-8900870-4, 8900781-3 Ext. 137"
Aramit Cement Limited,"53, Kalurghat Heavy Industrial Estate, Mohara, Chattogram-4208",ARAMITCEM,https://dsebd.org/displayCompany.php?name=ARAMITCEM,(88 031) 671950,670473,670368,672516, (88-02) 9887176,+88 01819 240 005,"(88 031) 671950, 670473, 670368, 672516,   Ext-119"
Aramit Limited,"53, Kalurghat Heavy I / E, P.O Mohara, Chattogram - 4208.",ARAMIT,https://dsebd.org/displayCompany.php?name=ARAMIT,(+88 031) 2570986,670473,671950,670368, '(+88 02) 58815556,01819-240005,
APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,"Navana Rahim Ardent ( 8th Floor ) , 185, Shahid Syed Nazrul Islam Sharani, Bijoynagar, Dhaka-1000",APSCLBOND,https://dsebd.org/displayCompany.php?name=APSCLBOND,-48310037,,,,,,
Appollo Ispat Complex Limited,"407, Tejgaon Industrial Area, Dhaka - 1208",APOLOISPAT,https://dsebd.org/displayCompany.php?name=APOLOISPAT,+88(02)9114946 ,9115098,9110974, 9137533 - 4,8117559,,
Apex Tannery Limited,"Plot # XA1, XA2, XA3 and XS8 BSCIC Chamra Shilpa Nagari Harindhara, Hemayetpur, Savar, Dhaka-1340",APEXTANRY,https://dsebd.org/displayCompany.php?name=APEXTANRY,1711686592,1718483597,1711686592,,,+88 01714 299 096,
Apex Spinning & Knitting Mills Limited,"SHANTA SKYMARK (LEVELS 8-13), 18 GULSHAN AVENUE, GULSHAN, DHAKA-1212, BANGLADESH",APEXSPINN,https://dsebd.org/displayCompany.php?name=APEXSPINN,880-2-9883358 Ext. 152,,,,,+88 01819 542 647,880-2-9883358 Ext. 153
Apex Footwear Limited.,"House No. 06, Road No. 137, Block - SE(D), Gulshan-1, Dhaka-1212",APEXFOOT,https://dsebd.org/displayCompany.php?name=APEXFOOT,02 55044841, 02 55044841 (Ext-347),,,,+88 01717 306 107,02 55044841 (Ext-288)
Apex Foods Limited,"SHANTA SKYMARK, Levels: 8-13, 18 Gulshan Avenue, Gulshan-1, Dhaka-1212",APEXFOODS,https://dsebd.org/displayCompany.php?name=APEXFOODS,880-2-9883358, 880-2-9883358 Ext. 152, 880-31-2771830,,,1721007914,880-2-9883358 Ext. 153
Associated Oxygen Limited,"BCIC Sadan(1st Floor), 26 Agrabad C/A,Chitagong",AOL,https://dsebd.org/displayCompany.php?name=AOL,88-031-711009,  88-031-711038,,,,+88 01811 416 243,
Anwar Galvanizing Ltd.,"Baitul Hossain Building ( 14 Floor ), 27 Dilkusha , Motijheel, Dhaka -1000",ANWARGALV,https://dsebd.org/displayCompany.php?name=ANWARGALV,88 02 9552134, 88 02 9564033,,,,+88 01711 704 554,88 02 9551335
Anlimayarn Dyeing Ltd.,"Suite # 4/3, City Heart, 67, Naya Paltan, Dhaka-1000.",ANLIMAYARN,https://dsebd.org/displayCompany.php?name=ANLIMAYARN,49349881-4,9341373,48317216,,,1848300800,"49349881-4, 9341373, 48317216"
Agricultural Marketing Company Ltd. (Pran),"PRAN Cenre, Ga-105/1, Middle Badda, Dhaka-1212",AMCL(PRAN),https://dsebd.org/displayCompany.php?name=AMCL(PRAN),9881792 Ext-230,,,,,+88 01769696203,"9881792, Ext-431"
Ambee Pharmaceuticals PLC,"184/1, Tejgaon Industrial Area, Dhaka-1208",AMBEEPHA,https://dsebd.org/displayCompany.php?name=AMBEEPHA,(880-2) 8870777,8870788,8878534,,,+88 01842505016,
Aman Feed Limited,"2, Isha kha Avenue, Sector# 6, Uttara, Dhaka- 1230",AMANFEED,https://dsebd.org/displayCompany.php?name=AMANFEED,880-752-956191, 880-2-48961691-3,9612613000,,,+88 01755 675 028,
Alltex Industries Ltd.,"Correspondence office: Suite No. 5B, House No. 1, Road No. 27, Block-K, Banani, Dhaka, Bangladesh.",ALLTEX,https://dsebd.org/displayCompany.php?name=ALLTEX,01713 366938,,,,,+88 01730 031 245,(02) 48810664
Alif Manufacturing Company Ltd.,"Bilquis Tower(9th floor), House # 6,Road # 46, Gulshan Circle - 2,Dhaka - 1212.",ALIF,https://dsebd.org/displayCompany.php?name=ALIF,58815226,58815227,,,,'01552416749,"58815226, 58815227"
Al-Arafah Islami Bank PLC.,"Al-Arafah Tower, 63, Purana Paltan, Dhaka-1000.",ALARABANK,https://dsebd.org/displayCompany.php?name=ALARABANK,02-44850050 (direct),  02-44850005-20, ext--(212-215),,,+88 01817 571 497,"02-44850027 (direct), 02-44850005  Ext. 111"
Al-Haj Textile Mills Limited,"66, Dilkusha C/A (4th floor) Chand Mansion, Dhaka",AL-HAJTEX,https://dsebd.org/displayCompany.php?name=AL-HAJTEX,02-223384638,,,,,01741-358850,02-223384638
Alif Industries Limited,"Bilquis Tower (9th floor), House -06, Road-46, Gulshan-2, Dhaka - 1212",AIL,https://dsebd.org/displayCompany.php?name=AIL,58815226,58815227,,,,1552416749,"58815226, 58815227"
AIBL Mudaraba Perpetual Bond,"Al-Arafah Tower, 63, Purana Paltan, Dhaka - 1000",AIBLPBOND,https://dsebd.org/displayCompany.php?name=AIBLPBOND,,,,,,+88 01817 571 497,
AIBL 1st Islamic Mutual Fund,"I-K Tower (4th Floor), Plot # 2, Block # CEN (A), Gulshan North Avenue, Gulshan 2, Dhaka - 1212, Bangladesh",AIBL1STIMF,https://dsebd.org/displayCompany.php?name=AIBL1STIMF,+88 01730450478-9, +88 02 47117267, +88 02 47110306, +88 02 47116188,,N/A,N/A
Agrani Insurance Co. Ltd.,"City Centre (17th floor), 90/1, Motijheel C/A, Dhaka-1000",AGRANINS,https://dsebd.org/displayCompany.php?name=AGRANINS,55111007-11,,,,,+88 01723 407 370,8391571-4 Ex-114
Agni Systems Ltd.,"11/A Navana Tower, 45, Gulshan Avenue, Dhaka 1212",AGNISYSL,https://dsebd.org/displayCompany.php?name=AGNISYSL,09606100700 Ext. 104,,,,,"01841739966, 01615862332",9606100109
Aftab Automobiles Limited,"125/A Motijheel C/A, Dhaka - 1000",AFTABAUTO,https://dsebd.org/displayCompany.php?name=AFTABAUTO,+8802 223381812,,,,,+88 01713 245 382,"(8802) 9552212, 9554748, Ext-111"
AFC Agro Biotech Ltd.,"House# 87-89, Road# 04, Block# B, Niketon, Gulshan-1, Dhaka",AFCAGRO,https://dsebd.org/displayCompany.php?name=AFCAGRO,88-02-8836830, 02- 8836875, 02-9531023,,,"+88 01992 024 515, +88 01992 024 696",02-9531023
Advent Pharma Limited,"Rupayan Karim Tower, Level # 10, 80-Kakrail, VIP Road, Ramna, Dhaka-1000.",ADVENT,https://dsebd.org/displayCompany.php?name=ADVENT,-9185266,,,,,01766-531323,
ADN Telecom Limited,"Red Crescent Concord Tower (19th Floor), 17 Mohakhali C/A, Dhaka-1212",ADNTEL,https://dsebd.org/displayCompany.php?name=ADNTEL,+8802 9841234, +8802 9841234 and 01777770324,,,,+88 01777 770 322,+8802 9841234 Ext: 113
Active Fine Chemicals Limited,"House# 87-89, Road# 04, Block# B, Niketon, Gulshan-1, Dhaka",ACTIVEFINE,https://dsebd.org/displayCompany.php?name=ACTIVEFINE,88-02-8836830, 02-8836875,,,,+88 01992 024 696,02-9531023
ACME Pesticides Limited,"24/1 & 24/2, Hall Building (2nd Floor-West Side), Khiljee Road, Shyamoli, Dhaka-1207.",ACMEPL,https://dsebd.org/displayCompany.php?name=ACMEPL,-48117245,,,,,+88 01985 772 222,
The ACME Laboratories Limited,"Court de la ACME, 1/4 Kallayanpur Mirpur Road, Dhaka-1207",ACMELAB,https://dsebd.org/displayCompany.php?name=ACMELAB,+88 02 9004194-6,,,,,01713-433900,02 8091051-3 Ext. 219
ACI Formulations Limited,"ACI Centre, 245 Tejgaon, Industrial Area, Dhaka-1208",ACIFORMULA,https://dsebd.org/displayCompany.php?name=ACIFORMULA,8802 8878603,9556254,,,,+88 01329728001,8878603 Ext. 100
ACI  Limited,"ACI Centre, 245 Tejgaon I/A, Dhaka - 1208",ACI,https://dsebd.org/displayCompany.php?name=ACI,8878603,9556254,,,,+88 01708467600,8878603 Ext. 100
Aman Cotton Fibrous Limited,"2, Ishakha Avenue, Sector # 6, UttararnDhaka-1230",ACFL,https://dsebd.org/displayCompany.php?name=ACFL,-48083,9612613000, +880 62552740,,,01728-272596,
AB Bank Perpetual Bond,"The Skymark, 18 Gulshan Avenue, Gulshan-1, Dhaka-1212",ABBLPBOND,https://dsebd.org/displayCompany.php?name=ABBLPBOND,,,,,,+88 01819 145 156; +88 01717 201 617,
AB Bank PLC.,"The Skymark, 18 Gulshan Avenue, Gulshan-1, Dhaka-1212",ABBANK,https://dsebd.org/displayCompany.php?name=ABBANK,+880 9678555678, +880 9678555634,,,,+88 01819 145 156; +88 01717 201 617,+880 9678555498; +880 9678555634
AB Bank 1st Mutual fund,"Sky View Henolux Center, Office No: C-1, 1st Floor, 3/1, Purana Paltan, Dhaka-1000",ABB1STMF,https://dsebd.org/displayCompany.php?name=ABB1STMF,01302-399597, 01309-402782,,,,+88 01711 220 988,
aamra technologies limited,"Safura Tower (9th Floor), 20 Kemal Ataturk Avenue, Banani, Dhaka-1213",AAMRATECH,https://dsebd.org/displayCompany.php?name=AAMRATECH,8802-9822146, 8802-8832446,8802-8832446,,,1713477405,8802-8832446   Ext-140
aamra networks limited,"Safura Tower (9th Floor)rn20 Kemal Ataturk AvenuernBanani, Dhaka-1213",AAMRANET,https://dsebd.org/displayCompany.php?name=AAMRANET,8802-8832446, 8802-941100,,,,1713477405,8802-8832446 Ext-140
